Title,Location,Price,Bedrooms,Bathrooms,Toilets,Property Type,URL
Elegant 5 Bedroom Fully Detached Duplex With  Bq In A Secured Estate,Ajah,600000000,5,5,6,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3056201-elegant-5-bedroom-fully-detached-duplex-with-bq-in-a-secured-estate
Beautiful 4 Bedroom Fully Detached Duplex With Bq In A Secured Estate,Ajah,400000000,4,5,6,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3056168-beautiful-4-bedroom-fully-detached-duplex-with-bq-in-a-secured-estate
Modern 5 Bedroom Fully Detached Duplex With Bq And Swimming Pool.,Ajah,250000000,5,6,6,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3055857-modern-5-bedroom-fully-detached-duplex-with-bq-and-swimming-pool
Modestly Finished 4 Bedrooms Terraced Duplex Available,Ajah,120000000,4,5,5,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3055765-modestly-finished-4-bedrooms-terraced-duplex-available
Luxury 4 Bedroom Semi-detached House With Boys Quarter,Sangotedo,125000000,4,4,5,4 bedroom house for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Fine 2 Bedroom Terraced Duplex In A Secured Estate.,Ajah,50000000,2,2,3,2 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3046358-fine-2-bedroom-terraced-duplex-in-a-secured-estate
Well Maintained 3 Bedroom Flat,Ajah,40000000,3,3,4,3 bedroom block of flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/ajah/ilaje-ajah/2848554-well-maintained-3-bedroom-flat
A Newly Built & Newly Finished 4 Bedroom Fully Detached Duplex + 1bq + Pool,Ajah,235000000,4,4,5,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2975522-a-newly-built-newly-finished-4-bedroom-fully-detached-duplex-1bq-pool
Beautiful 4 Bedroom Detached Duplex,Ajah,250000000,4,4,5,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Contemporary 5 Bedroom Detached House,Ajah,650000000,5,5,6,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3046794-contemporary-5-bedroom-detached-house
Well Built 5 Bedroom Detached House,Ajah,500000000,5,5,6,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3046783-well-built-5-bedroom-detached-house
Brand New 5 Bedroom Fully Detached Duplex With Bq For Distress,Lekki,240000000,5,5,6,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2913531-brand-new-5-bedroom-fully-detached-duplex-with-bq-for-distress
"5 Bedroom With Office/game Room. (pentfloor, Spanish Tiles, Pool",Ajah,500000000,5,5,6,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3007378-5-bedroom-with-officegame-room-pentfloor-spanish-tiles-pool
Well Finished 4 Bedroom Detached Duplex With A Bq In A Secured Estate,Lekki,220000000,4,4,5,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3040687-well-finished-4-bedroom-detached-duplex-with-a-bq-in-a-secured-estate
Fully Furnished 4 Bedroom Semi Detached Duplex,Ajah,110000000,4,4,5,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3302771-fully-furnished-4-bedroom-semi-detached-duplex
Smart 5 Bedroom Fully Detached Duplex With Swimming Pool And Bq,Ajah,550000000,5,2,6,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2808051-smart-5-bedroom-fully-detached-duplex-with-swimming-pool-and-bq
Luxury 5 Bedroom Fully Detached Duplex,Ajah,600000000,5,4,6,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2808071-luxury-5-bedroom-fully-detached-duplex
5 Bedroom Detached Duplex With Swimming Pool And Boys Quarter,Ajah,450000000,5,6,7,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Luxury 5 Bedrooms Detached Duplex With Swimming Pool And Bq,Ajah,300000000,5,6,7,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Luxury 4 Bedroom Detached Duplex With A Swimming Pool And Bq,Ajah,270000000,4,4,5,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Well Finished 3 Bedroom Terraced Duplex,Ajah,108000000,3,3,4,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Now Selling! 3 Units Brand-new Contemporary 4 Bedroom Duplex Homes,Sangotedo,170000000,4,4,5,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/sangotedo/2828171-now-selling-3-units-brand-new-contemporary-4-bedroom-duplex-homes
2 Units Of Brand-new Contemporary 5 Bedroom Duplex Homes,Ajah,190000000,5,5,6,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2829119-2-units-of-brand-new-contemporary-5-bedroom-duplex-homes
Astonishing 5 Bedrooms Detached Duplex With Swimming Pool And Bq,Ajah,600000000,5,5,6,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Exquisite 5 Bedroom Detached Duplex With Bq And Swimming Pool,Ajah,240000000,5,6,7,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Well Finished 4 Bedrooms Detached Duplex With Bq,Ajah,170000000,4,5,6,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Charming 5 Bedroom Detached Duplex With Swimming Pool And Bq,Ajah,240000000,5,6,7,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Well Finished 5 Bedroom Detached Duplex With Swimming Pool And Bq,Ajah,210000000,5,6,7,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Luxury 5 Bedroom Detached Duplex With Boys Quarter,Ajah,400000000,5,6,7,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
New And Luxuriously Finished 5 Bedroom Detached Duplex With Bq,Sangotedo,150000000,5,5,6,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/abijo/2955990-new-and-luxuriously-finished-5-bedroom-detached-duplex-with-bq
Luxury 5 Bedrooms Duplex,Ajah,1200000000,5,5,6,5 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3026960-luxury-5-bedrooms-duplex
Fully Furnished 4 Bedroom Bedroom Duplex With Bq,Lekki,120000000,4,4,5,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3026754-fully-furnished-4-bedroom-bedroom-duplex-with-bq
Brand New 5 Bedroom Detached  House With  Boys Quarter,Ajah,150000000,5,5,6,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Luxury Maisonnette Duplex,Lekki,150000000,4,4,5,4 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/3301136-luxury-maisonnette-duplex
Contemporary 4 Bedroom Terrace Duplex With Bq,Ajah,125000000,4,5,5,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/2925542-contemporary-4-bedroom-terrace-duplex-with-bq
New 7 Bedroom Fully Detached Duplex With Bq And Gate House,Sangotedo,110000000,7,7,7,7 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/sangotedo/2926986-new-7-bedroom-fully-detached-duplex-with-bq-and-gate-house
4 Bedroom Semi Detached Duplex,Ajah,130000000,4,4,5,4 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/2923646-4-bedroom-semi-detached-duplex
Brand New 3 Bedrooms Bungalow,Ajah,50000000,3,3,3,3 bedroom detached bungalow for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-bungalows/lagos/ajah/2881240-brand-new-3-bedrooms-bungalow
4 Bedroom Detached House With Bq,Lekki,130000000,4,4,5,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
4 Bedrooms Duplex+ Bq,Ajah,150000000,4,4,4,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/ogombo/2909233-4-bedrooms-duplex-bq
Newly Built 3 Bedroom Semi-detached Duplex With Bq,Ajah,115000000,3,3,3,3 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/2903920-newly-built-3-bedroom-semi-detached-duplex-with-bq
2nos 5 Bedroom Fully Detached Duplex With Bq,Ajah,150000000,5,5,6,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/alasia/2855727-2nos-5-bedroom-fully-detached-duplex-with-bq
"4 Bedroom In A Serviced Estate. Pool, Gym, & Up To 1yrs  Plan",Ajah,177590539,4,5,5,4 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/ogombo/2375797-4-bedroom-in-a-serviced-estate-pool-gym-up-to-1yrs-plan
28 Units Consisting 4 Bedroom And 2 Bedroom Duplex,Sangotedo,2900000000,4,4,5,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/sangotedo/2498959-28-units-consisting-4-bedroom-and-2-bedroom-duplex
Exclusive 3 Bedroom Semi-detached House With A Bq,Lekki,140000000,3,4,4,3 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/abijo/2890725-exclusive-3-bedroom-semi-detached-house-with-a-bq
Luxury 4-bedroom Semi-detached Duplex,Ajah,120000000,4,4,5,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/2890365-luxury-4-bedroom-semi-detached-duplex
Lovely 2 Bedroom Apartment,Ajah,60000000,2,2,3,2 bedroom flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ajah/2890240-lovely-2-bedroom-apartment
Fully Furnished 4 Bedroom Semi Detached Duplex,Ajah,110000000,4,4,5,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3302771-fully-furnished-4-bedroom-semi-detached-duplex
Luxury Two Wing 4 Bedroom Duplex,Ajah,150000000,10,10,10,10 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/ado/2883068-luxury-two-wing-4-bedroom-duplex
Fully 4-bedroom Detached House With Bq,Ajah,160000000,4,4,6,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2875327-fully-4-bedroom-detached-house-with-bq
Nice And Lovely 3 Bedroom Semi Detached Duplex,Sangotedo,120000000,3,4,4,3 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/sangotedo/2878240-nice-and-lovely-3-bedroom-semi-detached-duplex
4 Bedrooms Tastefully Finished Newly Built Detached House With Bq,Ikota,350000000,4,4,5,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/ikota/2878185-4-bedrooms-tastefully-finished-newly-built-detached-house-with-bq
Contemporary 4 Bedrooms Semi-detached Duplex With Boys Quarter,Ajah,140000000,4,5,6,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Renovated 18 All Ensuites Apartment,Badore,100000000,18,18,18,18 bedroom block of flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/ajah/badore/2873168-renovated-18-all-ensuites-apartment
"Alluring 5 Bedroom Detached Duplex With A Swimming Pool, Cinema & Gym",Ajah,250000000,5,5,6,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Alluring 3 Bedroom Terrace Duplex,Ajah,65000000,3,3,4,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Alluring 3 Bedroom Terrace Duplex,Ajah,90000000,3,3,4,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Tastefully Finished 4 Bedroom Terrace Duplex,Ajah,105000000,4,4,5,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
3 Bedroom Terrace Duplex,Ajah,85000000,3,3,4,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/2865057-3-bedroom-terrace-duplex
4 Bedroom Stand Alone Bungalow,Badore,70000000,4,4,4,4 bedroom detached bungalow for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-bungalows/lagos/ajah/badore/2861586-4-bedroom-stand-alone-bungalow
Luxuriously Built 5 Bedroom Detached Duplex,Ajah,240000000,5,5,5,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2849635-luxuriously-built-5-bedroom-detached-duplex
"5-bedroom Detached Duplex With Cinema, Office, Bq & Gov Consent.",Lekki,550000000,5,5,6,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/2736433-5-bedroom-detached-duplex-with-cinema-office-bq-gov-consent
4-bedroom Terrace Duplex With Bq C Of O,Sangotedo,170000000,4,4,5,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/sangotedo/2806752-4-bedroom-terrace-duplex-with-bq-c-of-o
Gorgeously Built 4 Bedrooms Fully Detached Duplex With Bq,Magodo,250000000,4,4,5,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/magodo/gra-phase-1/2602196-gorgeously-built-4-bedrooms-fully-detached-duplex-with-bq
Luxury 4 Bedroom,Ajah,270000000,4,4,5,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2691690-luxury-4-bedroom
Fully Furnished 4 Bedroom Semi Detached Duplex,Ajah,110000000,4,4,5,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3302771-fully-furnished-4-bedroom-semi-detached-duplex
5 Units Of 5 Bedroom Detached Duplex,Ajah,120000000,5,4,6,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2842049-5-units-of-5-bedroom-detached-duplex
Luxury 5 Bedroom Detached Duplex,Ajah,550000000,5,2,6,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2808025-luxury-5-bedroom-detached-duplex
Luxury 5 Bedroom Semi Detached Duplex With Pent House,Ajah,580000000,5,2,6,5 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/2808035-luxury-5-bedroom-semi-detached-duplex-with-pent-house
Luxury Smart 5-bedroom Detached Duplex,Ajah,650000000,5,3,6,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2808062-luxury-smart-5-bedroom-detached-duplex
Off Plan: 3 Bedroom Semi-detached Duplexes In A Secured Estate,Abraham Adesanya,125000000,3,3,4,3 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/ogombo/2833727-off-plan-3-bedroom-semi-detached-duplexes-in-a-secured-estate
Block Of 6 Units Of Flats,Sangotedo,380000000,3,3,3,3 bedroom flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ajah/sangotedo/2832054-block-of-6-units-of-flats
5 Bedroom Fully Detached Duplex Available,Ajah,250000000,5,5,5,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2717100-5-bedroom-fully-detached-duplex-available
A Commercial Plaza,Ajah,400000000,5,5,15,Plaza / complex / mall for sale,https://nigeriapropertycentre.com/for-sale/commercial/plaza-complex-mall/lagos/ajah/2729672-a-commercial-plaza
Luxury Four Bedroom Semi Detached Duplex,Abraham Adesanya,120000000,4,3,4,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/2819878-luxury-four-bedroom-semi-detached-duplex
3 Bedroom Terrace Duplex,Sangotedo,104000000,3,3,4,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/sangotedo/2818300-3-bedroom-terrace-duplex
Newly Renovated 3 Bedroom Flat,Ajah,45000000,3,3,4,3 bedroom flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ajah/ilaje-ajah/2807349-newly-renovated-3-bedroom-flat
2 Bedroom Ground Floor Apartment,Ajah,70000000,2,2,3,2 bedroom flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ajah/olokonla/2803783-2-bedroom-ground-floor-apartment
Beautiful Well Built 4 Bedroom Semi Detached Duplex With Bq,Magodo,200000000,4,4,5,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/magodo/gra-phase-1/2592954-beautiful-well-built-4-bedroom-semi-detached-duplex-with-bq
Deluxe Built 6 Bedrooms Fully Detached Duplex With Bq,Magodo,500000000,6,6,7,6 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/magodo/gra-phase-2/2615336-deluxe-built-6-bedrooms-fully-detached-duplex-with-bq
Newly Built 4 Bedrooms Semi Detached Duplex With Bq,Ikeja,350000000,4,4,5,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ikeja/opebi/2400074-newly-built-4-bedrooms-semi-detached-duplex-with-bq
Brand New 4 Bedroom Detached  House With  Boys Quarter,Ajah,195000000,4,4,5,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
A Detached 5 Bedroom House With Bq,Lekki,400000000,5,6,6,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/2742180-a-detached-5-bedroom-house-with-bq
Superlative Luxury 5 Bedroom Smart Home,Ajah,250000000,5,6,6,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2729680-superlative-luxury-5-bedroom-smart-home
Fully Furnished 4 Bedroom Semi Detached Duplex,Ajah,110000000,4,4,5,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3302771-fully-furnished-4-bedroom-semi-detached-duplex
Luxurious 5 Bedroom  Duplex With Boy's Quaters,Sangotedo,450000000,5,5,6,5 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/sangotedo/2766897-luxurious-5-bedroom-duplex-with-boys-quaters
Lovely 4 Bedroom Fully Detached Duplex,Ajah,260000000,4,4,4,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2704550-lovely-4-bedroom-fully-detached-duplex
Brand New 4 Bedroom Fully Detached Duplex,Ajah,150000000,4,5,5,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2735876-brand-new-4-bedroom-fully-detached-duplex
A Mini Flat,Chevron,65000000,1,1,2,1 bedroom mini flat (room and parlour) for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/mini-flats/lagos/lekki/2735214-a-mini-flat
Elegant Finished 5 Bedroom Smart Home,Ajah,250000000,5,5,5,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2729683-elegant-finished-5-bedroom-smart-home
Spacious 5 Bedroom Detached Duplex & Vacant Land Sitting On 709sqms,Ajah,270000000,5,5,6,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Tastefully Finished 5 Bedroom Detached Duplex,Ajah,280000000,5,5,5,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2704829-tastefully-finished-5-bedroom-detached-duplex
4 Bedroom Semi-detached Duplex,Ajah,140000000,4,4,5,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/2695098-4-bedroom-semi-detached-duplex
A Beautiful 4 Bedroom Fully Detached Duplex,Lekki,150000000,4,4,4,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2686183-a-beautiful-4-bedroom-fully-detached-duplex
Standard 3 Bedroom Bungalow In A Nice Area,Ajah,60000000,3,3,3,3 bedroom detached bungalow for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-bungalows/lagos/ajah/2667169-standard-3-bedroom-bungalow-in-a-nice-area
Brand New 5 Bedroom Fully Detached Duplex Pool/cinema/gym,Orchid,450000000,5,5,6,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
4 Bedroom Semi-detached Duplex,Ajah,125000000,4,4,4,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/2657843-4-bedroom-semi-detached-duplex
Fully Serviced 2 Bedroom Terraces With 1rm Bq,Sangotedo,105000000,2,2,3,2 bedroom flat / apartment for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Luxury 5 Bedroom Duplex With Paint House,Ajah,550000000,5,5,6,5 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/2649056-luxury-5-bedroom-duplex-with-paint-house
Contemporary 5 Bedrooms Semi-detached Duplex On 3 Floors,Ajah,150000000,5,5,6,5 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/alasia/2647508-contemporary-5-bedrooms-semi-detached-duplex-on-3-floors
Luxury Maisonnette Duplex,Lekki,150000000,4,4,5,4 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/3301136-luxury-maisonnette-duplex
Luxury 3 Bedrooms Duplex + Bq,Lekki,130000000,3,3,5,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/2632090-luxury-3-bedrooms-duplex-bq
5 Bedrooms Duplex + 3 Rooms Bq,Ajah,450000000,5,5,6,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2621203-5-bedrooms-duplex-3-rooms-bq
Luxury 5 Bedroom Fully Detached Duplex With Bq,Ajah,650000000,5,6,6,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2620375-luxury-5-bedroom-fully-detached-duplex-with-bq
Uniquely Built 5 Bedrooms Fully Detached Duplex With Bq.,Ogudu,375000000,5,5,6,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ogudu/gra/2602323-uniquely-built-5-bedrooms-fully-detached-duplex-with-bq
Mansion,Ajah,480000000,5,6,6,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2583174-mansion
3 Bedroom Luxury Apartment (24hours Light),Ajah,75000000,3,3,4,3 bedroom flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ajah/2557240-3-bedroom-luxury-apartment-24hours-light
2 Bedroom Luxury Apartment (24hours Light),Ajah,60000000,2,2,3,2 bedroom flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ajah/2557233-2-bedroom-luxury-apartment-24hours-light
Jewel Depalms Luxurious Apartments With C Of O,Ajah,69000000,2,2,3,2 bedroom flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ajah/2498809-jewel-depalms-luxurious-apartments-with-c-of-o
2 Bedroom Terrace Duplex. Beautifully Constructed,Ajah,90000000,2,2,3,2 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/2552732-2-bedroom-terrace-duplex-beautifully-constructed
Exquisitely Built 4 Bedroom Terraced Duplex With A Bq And Garage,Ikeja,420000000,4,4,5,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ikeja/omole-phase-1/2547768-exquisitely-built-4-bedroom-terraced-duplex-with-a-bq-and-garage
Spaciously Built 4 Bedroom Duplex,Lekki,120000000,4,4,4,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2513508-spaciously-built-4-bedroom-duplex
Brand New 4 Bedroom Semi-detached Duplex With A Boys Quarter,Ajah,82000000,4,4,5,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Fully Furnished 4 Bedroom Semi Detached Duplex,Ajah,110000000,4,4,5,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3302771-fully-furnished-4-bedroom-semi-detached-duplex
Two Blocks Of Flat,Ajah,150000000,2,2,3,2 bedroom flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ajah/2419548-two-blocks-of-flat
Brand New 4 Bedrooms Detached Duplex In A Secured Estate,Abraham Adesanya,150000000,5,5,6,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/2296130-brand-new-4-bedrooms-detached-duplex-in-a-secured-estate
Gorgeous Finished 5 Bedrooms Fully Detached Duplex With A Bq,Ikeja,750000000,5,5,6,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikeja/gra/2386681-gorgeous-finished-5-bedrooms-fully-detached-duplex-with-a-bq
Newly Built & Smart 2 Bedroom Flat In A Mini Estate,Abijo GRA,63000000,2,2,3,2 bedroom flat / apartment for sale,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
Modern 3 Bedroom Terraced Duplex,Ajah,120000000,3,4,4,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/ilaje-ajah/3309916-modern-3-bedroom-terraced-duplex
