Title,Location,Price,Bedrooms,Bathrooms,Toilets,Property Type,URL
Fully Serviced 3-bedroom Apartment With Study & Maid's Room,Old Ikoyi,40000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3303163-fully-serviced-3-bedroom-apartment-with-study-maids-room
Luxury 3 Bedroom Apartment,Ikoyi,35000000,3,4,4,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/3309363-luxury-3-bedroom-apartment
Luxury 3 Bedroom Apartment 4th Floor,Banana Island,45000000,3,4,4,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/banana-island/3309311-luxury-3-bedroom-apartment-4th-floor
Well Maintained Luxury 4 Bedroom Apartment,Banana Island,55000000,4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/2977543-well-maintained-luxury-4-bedroom-apartment
Newly Built Three Bedroom Penthouse,Ikoyi,40000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3307486-newly-built-three-bedroom-penthouse
Brand New Fully Serviced 3 Bedroom Penthouse,Old Ikoyi,40000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3309264-brand-new-fully-serviced-3-bedroom-penthouse
Luxury Living Terrace Duplexes 4 Bedroom,Ikoyi,650000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/3289338-luxury-living-terrace-duplexes-4-bedroom
Premium 2 Bedroom Furnished And Serviced 2 Bedroom Apartment,Old Ikoyi,35000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3309136-premium-2-bedroom-furnished-and-serviced-2-bedroom-apartment
Luxury 3 Bedroom Penthouse Apartment,Ikoyi,40000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3309135-luxury-3-bedroom-penthouse-apartment
Fully Furnished And Serviced 2 Bedroom Apartment,Banana Island,30000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3308854-fully-furnished-and-serviced-2-bedroom-apartment
Luxury 4 Bedroom Flat,Ikoyi,50000000,4,4,3,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3220269-luxury-4-bedroom-flat
Luxury Self Serviced 5 Bedroom Semi Detached House + Bq + Elevator,Banana Island,89999000,5,5,6,5 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/banana-island/3292738-luxury-self-serviced-5-bedroom-semi-detached-house-bq-elevator
Premium 4 Bedroom Terrace House +garage+bq+pool+gym,Banana Island,50000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/3294244-premium-4-bedroom-terrace-house-garagebqpoolgym
Victorian Styled Luxury  Waterfront 3 Bedroom Apartment + Swimming Pool,Old Ikoyi,45000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3296054-victorian-styled-luxury-waterfront-3-bedroom-apartment-swimming-pool
Luxury 4 Bedroom Penthouse Apartment +bq+pool+gym,Banana Island,50000000,4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3300761-luxury-4-bedroom-penthouse-apartment-bqpoolgym
Luxury 3 Bedroom Apartment +bq+gym+pool+tennis,Old Ikoyi,50000101,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3302911-luxury-3-bedroom-apartment-bqgympooltennis
Furnished 3 Bedroom Apartment + Bq + Pool+ Tennis + Gym Etc,Old Ikoyi,39999999,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3305956-furnished-3-bedroom-apartment-bq-pool-tennis-gym-etc
Top Executive 4 Bedroom Apartment + Bq+ Pool Tennis,Old Ikoyi,53500000,4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3304464-top-executive-4-bedroom-apartment-bq-pool-tennis
4 Bedroom Semi Detached Terrace Styled House+bq+ Green Area+pool Etc,Banana Island,45050000,4,3,4,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3256940-4-bedroom-semi-detached-terrace-styled-housebq-green-areapool-etc
Newly Built 4 Bedroom Maisonette On 2 Floors +bq+pool,Banana Island,70000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/3277671-newly-built-4-bedroom-maisonette-on-2-floors-bqpool
Premium Furnished 1 Bedroom Apartment + Swimming Pool + Gym,Old Ikoyi,17999999,1,1,1,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3278449-premium-furnished-1-bedroom-apartment-swimming-pool-gym
Unfurnished 4 Bedroom Apartment + Bq+pool+gym,Old Ikoyi,35000000,4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3299170-unfurnished-4-bedroom-apartment-bqpoolgym
New 4 Bedroom Terrace House On 3 Floors + Bq +pool,Ikoyi,35000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/3299315-new-4-bedroom-terrace-house-on-3-floors-bq-pool
Furnished 3 Bedroom Penthouse Apartment + Bq,Old Ikoyi,45000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3300541-furnished-3-bedroom-penthouse-apartment-bq
Luxury 3 Bedrooms Apartment + Bq + Pool + Gym + Tennis,Ikoyi,39005955,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/2106906-luxury-3-bedrooms-apartment-bq-pool-gym-tennis
Luxury 3 Bedrooms Apartment + Bq + Tennis + Gym + Pool X 2 Years,Banana Island,40000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/2150171-luxury-3-bedrooms-apartment-bq-tennis-gym-pool-x-2-years
Premium 3 Bedroom Apartment +bq+pool+tennis X 2yrs,Old Ikoyi,30000000,3,2,3,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/2303947-premium-3-bedroom-apartment-bqpooltennis-x-2yrs
Luxury Semi Detached House,Banana Island,45001500,4,3,4,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/banana-island/2315833-luxury-semi-detached-house
Luxury 3 Bedroom Apartment +bq+pool+tennis X 2 Years,Banana Island,40000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/2386323-luxury-3-bedroom-apartment-bqpooltennis-x-2-years
Premium & Reasonably Priced Furnished 3 Bedroom Apartment,Ikoyi,35000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/parkview/2397581-premium-reasonably-priced-furnished-3-bedroom-apartment
Luxury 3 Bedroom Maisonette On 2 Floors+bq+pool+gym,Old Ikoyi,35555555,3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/old-ikoyi/2457964-luxury-3-bedroom-maisonette-on-2-floorsbqpoolgym
Premium 3 Bedroom Apartment +bq+gym+pool+tennis,Ikoyi,35000005,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/2493623-premium-3-bedroom-apartment-bqgympooltennis
Premium 3 Bedroom Apartment +bq+gym,Ikoyi,21000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/parkview/2543174-premium-3-bedroom-apartment-bqgym
Luxury 4 Bedroom Apartment +bq+pool+gym+tennis+squash,Banana Island,40000000,4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3151943-luxury-4-bedroom-apartment-bqpoolgymtennissquash
Luxury 5 Bedroom Semi Detached House +bq,Banana Island,89999900,5,5,6,5 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/banana-island/3271155-luxury-5-bedroom-semi-detached-house-bq
Luxury 3 Bedroom Terrace House/ Maisonette On 2 Floors+bq+pool+gym,Old Ikoyi,35000000,3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/old-ikoyi/3280021-luxury-3-bedroom-terrace-house-maisonette-on-2-floorsbqpoolgym
Premium 5 Bedroom Terrace House +bq+squash+gym+tennis Etc,Old Ikoyi,40000000,5,5,5,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/old-ikoyi/3289057-premium-5-bedroom-terrace-house-bqsquashgymtennis-etc
Luxury 3 Bedroom Apartment +bq+pool+gym,Old Ikoyi,29999999,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3290018-luxury-3-bedroom-apartment-bqpoolgym
Premium 4 Bedroom Apartment + Bq+pool,Old Ikoyi,35000000,4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3290045-premium-4-bedroom-apartment-bqpool
New Furnished 3 Bedroom Apartment + Bq,Ikoyi,55000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3290883-new-furnished-3-bedroom-apartment-bq
New 4 Bedroom Apartment (no Bq) + Pool+ Elevator,Banana Island,44900000,4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3291846-new-4-bedroom-apartment-no-bq-pool-elevator
Premium 3 Bedroom Apartment + Bq + Pool+ Gym+ Tennis Court Etc,Old Ikoyi,34900999,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3292444-premium-3-bedroom-apartment-bq-pool-gym-tennis-court-etc
Luxury 5 Bedroom Semi Detached Terrace Styled House + Bq + Rooftop,Banana Island,90000050,5,5,6,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3293179-luxury-5-bedroom-semi-detached-terrace-styled-house-bq-rooftop
Newly Renovated 4 Bedroom Terrace Duplex Without A Bq,Ikoyi,25000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/2980378-newly-renovated-4-bedroom-terrace-duplex-without-a-bq
Newly Built 4 Bedroom Maisonette,Old Ikoyi,50000000,4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3308704-newly-built-4-bedroom-maisonette
"Brand New And Fully Serviced 4 Bedroom Terrace Duplex With Bq, Old Iko",Old Ikoyi,50000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/old-ikoyi/3308687-brand-new-and-fully-serviced-4-bedroom-terrace-duplex-with-bq-old-iko
Premium 3 Bedroom Apartment +bq+pool+gym,Banana Island,40000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3308684-premium-3-bedroom-apartment-bqpoolgym
Partially Furnished And Serviced 2 Bedroom Flat With Swimming Pool,Ikoyi,15000000,2,3,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/parkview/3308682-partially-furnished-and-serviced-2-bedroom-flat-with-swimming-pool
Newly Built 2 Bedroom Apartment,Ikoyi,6500000,2,2,2,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3281502-newly-built-2-bedroom-apartment
Exquisite 3 Bedroom Apartment With A Room Bq With Excellent Facilities,Banana Island,50000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3296617-exquisite-3-bedroom-apartment-with-a-room-bq-with-excellent-facilities
2 Bedroom Apartment -- Fully Furnished & Fully Serviced,Old Ikoyi,16500000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3308503-2-bedroom-apartment-fully-furnished-fully-serviced
Newly Built 3-bedroom Maisonette With Elevator Access,Ikoyi,20000000,3,3,3,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3308472-newly-built-3-bedroom-maisonette-with-elevator-access
"Luxury, Spacious And Elegant Penthouse With Amazing Facilities",Ikoyi,40000000,3,3,4,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/3307976-luxury-spacious-and-elegant-penthouse-with-amazing-facilities
"Fully Furnished 4-bedroom Maisonette With Bq, Gym & Swimming Pool",Old Ikoyi,60000000,4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3308429-fully-furnished-4-bedroom-maisonette-with-bq-gym-swimming-pool
"Luxury 4-bedroom Maisonette With A Room Bq, Swimming Pool, And Gym",Old Ikoyi,80000000,4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3308359-luxury-4-bedroom-maisonette-with-a-room-bq-swimming-pool-and-gym
3-bedroom Apartment,Ikoyi,30000000,3,3,3,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3249915-3-bedroom-apartment
An Exclusive Serviced 3 Bedroom Apartment,Old Ikoyi,45000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3304078-an-exclusive-serviced-3-bedroom-apartment
Lovely Well Maintained Fully Serviced 2 Bedroom Apartment,Ikoyi,17000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3308205-lovely-well-maintained-fully-serviced-2-bedroom-apartment
Nicely Finished 4 Bedroom Flat With A Room Bq,Ikoyi,40000000,4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3306275-nicely-finished-4-bedroom-flat-with-a-room-bq
Spacious 4 Bedroom Terrace With A Room Bq,Ikoyi,50000000,4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3306363-spacious-4-bedroom-terrace-with-a-room-bq
Newly Renovated 4 Bedroom Terrace Without Bq,Ikoyi,25000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/2848917-newly-renovated-4-bedroom-terrace-without-bq
Minimalist Luxury 2 Bedroom Apartment,Ikoyi,50000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3198795-minimalist-luxury-2-bedroom-apartment
Beautifully Finished Wide 3 Bedroom Flat,Ikoyi,25000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/parkview/3300286-beautifully-finished-wide-3-bedroom-flat
Luxury 4 Bedroom Duplex With 2 Bq Fully Equipped,Old Ikoyi,53000000,4,6,6,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/old-ikoyi/3241313-luxury-4-bedroom-duplex-with-2-bq-fully-equipped
Newly Built 2 Bedroom Flat With Inverters,Ikoyi,8000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3307967-newly-built-2-bedroom-flat-with-inverters
2-bedroom Penthouse Apartment,Ikoyi,12000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3299931-2-bedroom-penthouse-apartment
3-bedroom Serviced Apartment,Ikoyi,35000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3300019-3-bedroom-serviced-apartment
4-bedroom Waterfront Townhouse With Bq,Ikoyi,30000000,4,4,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/parkview/3300033-4-bedroom-waterfront-townhouse-with-bq
4-bedroom Terrace House,Ikoyi,40000000,4,4,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/parkview/3300043-4-bedroom-terrace-house
3-bedroom Apartment With Bq,Old Ikoyi,35000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3300049-3-bedroom-apartment-with-bq
5-bedroom Semi-detached Duplex,Banana Island,100000000,5,5,6,5 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/banana-island/3303640-5-bedroom-semi-detached-duplex
1-bedroom Apartment,Old Ikoyi,10000000,1,1,2,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3304432-1-bedroom-apartment
Multi-unit Residential Property,Old Ikoyi,200000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3304473-multi-unit-residential-property
4-bedroom Semi-detached House,Ikoyi,70000000,4,4,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/3304549-4-bedroom-semi-detached-house
3-bedroom En-suite Penthouse,Ikoyi,70000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3305623-3-bedroom-en-suite-penthouse
4-bed Semi-detached Duplex With Bq --ikoyi,Ikoyi,50000000,4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/3305864-4-bed-semi-detached-duplex-with-bq-ikoyi
3-bedroom Apartment,Banana Island,50000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3306188-3-bedroom-apartment
4-bedroom Waterfront Terraced Duplex,Ikoyi,85000000,4,4,5,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/parkview/3306220-4-bedroom-waterfront-terraced-duplex
5 Bedroom Fully Detached,Banana Island,100000000,5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/banana-island/3307915-5-bedroom-fully-detached
Newly Built Four Bedroom Fully Detached Duplex,Banana Island,2000000000,4,4,5,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/banana-island/3293783-newly-built-four-bedroom-fully-detached-duplex
Luxury 3-bedroom Apartment With Bq,Ikoyi,35000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3307827-luxury-3-bedroom-apartment-with-bq
Fully Service 4 Bedrooms House,Old Ikoyi,50000000,4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3307822-fully-service-4-bedrooms-house
Luxurious Fully Furnished 3-bedroom Apartment + Bq,Ikoyi,60000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3303571-luxurious-fully-furnished-3-bedroom-apartment-bq
5-bedroom Terrace Apartment,Banana Island,80000000,5,5,6,5 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3307796-5-bedroom-terrace-apartment
Newly Built 4 Units Of 4-bedroom Terrace + 1 Room B.q Each,Banana Island,75000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3271420-newly-built-4-units-of-4-bedroom-terrace-1-room-bq-each
3 Bedroom Flat,Banana Island,50000000,3,1,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3307701-3-bedroom-flat
Luxury 3 Bedroom Apartment,Ikoyi,40000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3307658-luxury-3-bedroom-apartment
"Luxury 4 Bedrooms Terraced Duplex, Giveaway Offer",Ikoyi,50000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/3307605-luxury-4-bedrooms-terraced-duplex-giveaway-offer
Premium Fully Serviced Unfinished 4 Bedroom Terrace With A Room Bq,Old Ikoyi,50000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/old-ikoyi/3307600-premium-fully-serviced-unfinished-4-bedroom-terrace-with-a-room-bq
Fully Serviced Three Bedroom Apartments With Bq,Banana Island,50000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3307587-fully-serviced-three-bedroom-apartments-with-bq
Be The First To Live In This Brand-new Uxury Furnished 3-bedroom Apartment,Victoria Island,30000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3297426-be-the-first-to-live-in-this-brand-new-uxury-furnished-3-bedroom-apartment
Luxury 1 Bedroom Mini Flat  (penthfloor) In A Secured Estate,Victoria Island,10000000,1,1,2,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/victoria-island/oniru/3222964-luxury-1-bedroom-mini-flat-penthfloor-in-a-secured-estate
Furnished 2 Bedroom Apartment Without Bq Bluewaters Lekki Right.,Victoria Island,21000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3309113-furnished-2-bedroom-apartment-without-bq-bluewaters-lekki-right
Luxury 3 Bedroom Apartment,Victoria Island,19000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3309292-luxury-3-bedroom-apartment
Brand New 2 Bedroom Apartments,Victoria Island,35000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3269815-brand-new-2-bedroom-apartments
Brand New 3 Bedroom Apartments & Bq,Victoria Island,50000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3269838-brand-new-3-bedroom-apartments-bq
Luxury 3bedroom Apartment,Victoria Island,28000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3308738-luxury-3bedroom-apartment
"Tasteful Furnished & Serviced 3 Bedroom Apartment + Bq  Pool, Gym",Victoria Island,65000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3308823-tasteful-furnished-serviced-3-bedroom-apartment-bq-pool-gym
"Tasteful Furnished & Serviced 4 Bedroom Apartment + Bq, Pool, Gym",Victoria Island,70000000,4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3308826-tasteful-furnished-serviced-4-bedroom-apartment-bq-pool-gym
4bedroom Terrace Duplex With Bq,Victoria Island,35000000,4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/3308935-4bedroom-terrace-duplex-with-bq
Tastefully Furnished 4bed,Victoria Island,70000000,4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3308970-tastefully-furnished-4bed
"Tasteful Luxury 4 Bedroom Apartment + Bq, Swimming Pool, Gym",Victoria Island,45000000,4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3309008-tasteful-luxury-4-bedroom-apartment-bq-swimming-pool-gym
Fully Serviced Vacant Unfinished 2 Bedroom Apartment,Victoria Island,10000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3275826-fully-serviced-vacant-unfinished-2-bedroom-apartment
Super Luxury 2 Bedroom Apartment,Victoria Island,35000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3309215-super-luxury-2-bedroom-apartment
Brand New Luxury 3 Bedroom Apartment With A Bq,Victoria Island,40000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3309352-brand-new-luxury-3-bedroom-apartment-with-a-bq
Luxury 3 Bedroom Apartment,Victoria Island,26000000,3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3309372-luxury-3-bedroom-apartment
Ultra Luxurious 2 Bedroom Flat,Victoria Island,35000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3281774-ultra-luxurious-2-bedroom-flat
5 Bedroom Fully Furnished Terrace Duplex With Bq,Victoria Island,35000000,5,4,6,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/oniru/3301568-5-bedroom-fully-furnished-terrace-duplex-with-bq
Well Maintained 2 Bedroom Apartment,Victoria Island,10000000,2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3308697-well-maintained-2-bedroom-apartment
