title,location,price,bedrooms,bathrooms,toilets,property_type,url
Lagoon View Two Bedroom Apartment,"Victoria Island (VI), Lagos","₦15,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3263760-lagoon-view-two-bedroom-apartment
2 Bedrooms Apartments On The Second Floor,"Victoria Island (VI), Lagos","₦15,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3263886-2-bedrooms-apartments-on-the-second-floor
Luxury Lagoon View Serviced 2-bedroom Flat,"Victoria Island (VI), Lagos","₦15,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3264010-luxury-lagoon-view-serviced-2-bedroom-flat
Spacious Furnished 4 Bedroom Terrace,"Victoria Island (VI), Lagos","₦55,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/3264021-spacious-furnished-4-bedroom-terrace
12 Units Of 3 Bedroom Block Of Apartments,"Dideolu Estate, Victoria Island (VI), Lagos","₦25,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3264029-12-units-of-3-bedroom-block-of-apartments
"Luxury And Well Equipped 12 Units Of 3 Bedrooms Apartments With, Pool, Gym","Victoria Island (VI), Lagos","₦25,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3264042-luxury-and-well-equipped-12-units-of-3-bedrooms-apartments-with-pool-gym
A Storey  Commercial Building,"Adeola Odeku, Victoria Island (VI), Lagos","₦75,000,000 per annum",0,0,0,Commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/victoria-island/3264096-a-storey-commercial-building
Lagoon View 2 Bedrooms,"Kofo Abayomi Street, Victoria Island (VI), Lagos","₦15,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3264124-lagoon-view-2-bedrooms
Spacious Furnished 4 Bedroom Terrace With Pool,"Victoria Island (VI), Lagos","₦55,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/3264153-spacious-furnished-4-bedroom-terrace-with-pool
3 Bedroom,"Oniru, Victoria Island (VI), Lagos","₦15,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3260728-3-bedroom
Waterfront 5 Bedroom Fully Detached House With 4bqs,"Off Ajose Adeogun, Victoria Island (VI), Lagos","₦70,000,000 per annum",7,7,8,7 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/victoria-island/3243546-waterfront-5-bedroom-fully-detached-house-with-4bqs
4 Bedroom Terraced Duplex,"Victoria Island (VI), Lagos","₦55,000,000 per annum",4,4,4,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3197660-4-bedroom-terraced-duplex
2 Bedroom Flat,"Eko Atlantic, Victoria Island (VI), Lagos","₦30,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3258327-2-bedroom-flat
3 Bedroom Flat,"Eko Atlantic, Victoria Island (VI), Lagos","₦50,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3258334-3-bedroom-flat
Beautiful 4 Bedroom Flat,"Victoria Island (VI), Lagos","₦24,000,000 per annum",4,4,4,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3258395-beautiful-4-bedroom-flat
Serviced  And Furnished 3  Bedroom Flat,"1004 Estate,, Victoria Island (VI), Lagos","₦16,000,000 per annum",3,0,0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3220555-serviced-and-furnished-3-bedroom-flat
5 Floors Office Complex,"Victoria Island (VI), Lagos","$360,000 per annum 
approx. ₦511,581,657",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/3183644-5-floors-office-complex
Serviced Family 4 Bedrooms Penthouse Apartment,"Victoria Island (VI), Lagos","₦90,000,000 per annum",4,0,0,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3247085-serviced-family-4-bedrooms-penthouse-apartment
"Spacious 5 Bedroom Detached House + Bq, Sitting On 1,000 Sqm Of Land","Victoria Island (VI), Lagos","₦95,000,000 per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/victoria-island/3261362-spacious-5-bedroom-detached-house-bq-sitting-on-1000-sqm-of-land
3 Bedroom,"Victoria Island (VI), Lagos","₦40,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3261503-3-bedroom
Spacious Unfurnished 3 Bedroom Flat With A Bq,"Victoria Island (VI), Lagos","₦32,000,000 per annum",3,0,0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3261726-spacious-unfurnished-3-bedroom-flat-with-a-bq
Luxurious And Spacious 3 Bedroom Apartment With Bq,"Victoria Island (VI), Lagos","₦32,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3261845-luxurious-and-spacious-3-bedroom-apartment-with-bq
Luxury 4 Bedroom,"Victoria Island (VI), Lagos","₦55,000,000 per annum",4,3,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/3262136-luxury-4-bedroom
4 Bedroom Penthouse Apartment With 2 Bq And Swimming Pool,"Off Adeola Odeku, Victoria Island (VI), Lagos","₦90,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3247342-4-bedroom-penthouse-apartment-with-2-bq-and-swimming-pool
Luxury 3 Bedroom Apartment With Bq,"Victoria Island (VI), Lagos","₦40,000,000 per annum",3,4,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3247738-luxury-3-bedroom-apartment-with-bq
Well Built Fully Serviced 2 Bedroom Apartment,"Victoria Island (VI), Lagos","₦25,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3247771-well-built-fully-serviced-2-bedroom-apartment
Commercial Space  Excellent Facilities,"Off Idowu Martins Street, Victoria Island (VI), Lagos","₦16,000,000 per annum",0,0,1,Shop for rent,https://nigeriapropertycentre.com/for-rent/commercial/shops/lagos/victoria-island/3248626-commercial-space-excellent-facilities
Spacious Commercial 10 Bedroom Detached House With 2 Rooms Bq,"Victoria Island (VI), Lagos","₦120,000,000 per annum",10,5,8,10 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/victoria-island/3248918-spacious-commercial-10-bedroom-detached-house-with-2-rooms-bq
Standard 2 Bedroom Flat With Bq,"Dideolu Estate, Off Ligali Ayorinde, Victoria Island (VI), Lagos","₦12,000,000 per annum",2,3,3,2 bedroom semi-detached bungalow for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-bungalows/lagos/victoria-island/3249216-standard-2-bedroom-flat-with-bq
Luxury 2 Bedroom Apartment Upstairs With Lift,"Off Ozunmba Mbadiwe, Victoria Island (VI), Lagos","₦25,000,000 per annum",2,3,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3251417-luxury-2-bedroom-apartment-upstairs-with-lift
"Luxury Serviced 2 Bedroom Apartment + Swimming Pool, Gym","Victoria Island (VI), Lagos","₦25,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3251830-luxury-serviced-2-bedroom-apartment-swimming-pool-gym
A Block Of 18 Units Of Flats,"Walter Carrington Crescent, Victoria Island (VI), Lagos","$250,000 per annum 
approx. ₦355,265,040",3,0,3,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3252042-a-block-of-18-units-of-flats
"Commercial Property Suitable For Club, Lounge, Supermarket, School.","Off Adeola Odeku, Off Saka Tinubu, Victoria Island (VI), Lagos","₦80,000,000 per annum",0,0,0,Commercial land for rent,https://nigeriapropertycentre.com/for-rent/land/commercial-land/lagos/victoria-island/3252817-commercial-property-suitable-for-club-lounge-supermarket-school
Office Space,"Victoria Island (VI), Lagos","₦26,246,000 per annum",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/3254126-office-space
Executive Hall With Excellent Facilities,"Oniru Estate, Victoria Island (VI), Lagos","₦500,000 per day",0,0,0,Hall for rent,https://nigeriapropertycentre.com/for-rent/event-centre-venue/halls/lagos/victoria-island/3254973-executive-hall-with-excellent-facilities
Building Available,"Victoria Island (VI), Lagos","₦70,000,000 per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/victoria-island/3255647-building-available
Brand New Luxury Fully Serviced 2 Bedrooms With Bq,"Victoria Island (VI), Lagos","₦35,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3255741-brand-new-luxury-fully-serviced-2-bedrooms-with-bq
"1,860sqm Office Space","Victoria Island (VI), Lagos","₦350,000 per annum",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/3255928-1860sqm-office-space
Oceanview Partly Furnished 3 Bedrooms Luxury Apartment With Bq,"Banana Island, Ikoyi, Lagos","₦65,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/2733123-oceanview-partly-furnished-3-bedrooms-luxury-apartment-with-bq
"Luxury 7 Star 4 Bedroom Apartment With 2 Bqs, Pool, Gym & Restaurant","Ikoyi, Lagos","₦80,000,000 per annum",4,0,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3228460-luxury-7-star-4-bedroom-apartment-with-2-bqs-pool-gym-restaurant
Luxurious Smart Home 4 Bedrooms Terraced Duplex With 2 Rooms Bq & Pool,"Ikoyi, Lagos","$150,000 per annum 
approx. ₦208,201,440",4,4,4,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/3199096-luxurious-smart-home-4-bedrooms-terraced-duplex-with-2-rooms-bq-pool
5 Bedroom Detached Duplex With 2 Room Bq And Ample Parking,"Ikoyi, Lagos","₦50,000,000 per annum",0,5,6,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/ikoyi/3226397-5-bedroom-detached-duplex-with-2-room-bq-and-ample-parking
Brandnew 12 Units Of 3 Bedroom Flat Located In A Serene Neighbourhood,"Ikoyi, Lagos","₦240,000,000 per annum",36,36,36,36 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/3229723-brandnew-12-units-of-3-bedroom-flat-located-in-a-serene-neighbourhood
Premium 6 Units Of 3 Bedroom Apartment With Lovely Amenities,"Parkview Estate, Parkview, Ikoyi, Lagos","₦108,000,000 per annum",18,18,24,18 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/parkview/3153070-premium-6-units-of-3-bedroom-apartment-with-lovely-amenities
Fully Furnished & Serviced 2 Bedroom Maisonette,"Osborne, Ikoyi, Lagos","₦28,000,000 per annum",2,2,3,2 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/osborne/3203817-fully-furnished-serviced-2-bedroom-maisonette
Luxury 4 Bedroom Apartment With Lovely Amenities,"Old Ikoyi, Ikoyi, Lagos","₦60,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3199280-luxury-4-bedroom-apartment-with-lovely-amenities
Serviced 4 Bedroom Terrace Duplex With Bq And Swimming Pool,"Off Bourdillon Road, Old Ikoyi, Ikoyi, Lagos","₦40,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/old-ikoyi/3113403-serviced-4-bedroom-terrace-duplex-with-bq-and-swimming-pool
Brand New 4 Bedroom Semi-detached Duplex With A Bq,"Old Ikoyi, Ikoyi, Lagos","₦65,000,000 per annum",4,4,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/old-ikoyi/3201609-brand-new-4-bedroom-semi-detached-duplex-with-a-bq
Brand New 3-bedroom Maisonette,"Ikoyi, Lagos","₦45,000,000 per annum",3,3,4,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/3204809-brand-new-3-bedroom-maisonette
6 Units Of Serviced Three (3) Bedroom Apartment With One (1) Room Bq,"Abacha Estate, Ikoyi, Lagos","₦240,000,000 per annum",3,0,0,3 bedroom commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/ikoyi/3197550-6-units-of-serviced-three-3-bedroom-apartment-with-one-1-room-bq
Brand New 4 Bedroom Maisonette With A Bq,"Ikoyi, Lagos","₦60,000,000 per annum",4,0,0,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/3041727-brand-new-4-bedroom-maisonette-with-a-bq
2-bedroom Maisonette Fully Serviced & Furnished,"Ikoyi, Lagos","₦26,000,000 per annum",2,4,4,2 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/3205784-2-bedroom-maisonette-fully-serviced-furnished
3 Bedrooms Flat With 1 Room Boys Quarter,"Abacha Estate (2nd Avenue Estate), Ikoyi, Lagos","₦20,000,000 per annum",3,2,3,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/2741300-3-bedrooms-flat-with-1-room-boys-quarter
3 Bedroom Apartment,"Ikoyi, Lagos","₦32,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3186287-3-bedroom-apartment
Waterfront Penthouse,"Ikoyi, Lagos","₦200,000,000 per annum",5,5,6,5 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3207028-waterfront-penthouse
"Waterfront Luxury Living --- Victoria Island 6,12 And 13 Floor +bq","Victoria Island (VI), Lagos","₦40,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3234652-waterfront-luxury-living-victoria-island-612-and-13-floor-bq
A Four 4 Bedroom House With A Room Bq Within An Estate Self Serviced,"Off City Of David Road, Oniru, Victoria Island (VI), Lagos","₦20,000,000 per annum",4,43,5,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/victoria-island/oniru/3235501-a-four-4-bedroom-house-with-a-room-bq-within-an-estate-self-serviced
Luxurious  2 Bedrooms Apartment In A Serene Location,"Victoria Island (VI), Lagos","₦30,000,000 per annum",2,0,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/3256651-luxurious-2-bedrooms-apartment-in-a-serene-location
Lovely 2 Bedroom Apartment With Gym,"Dideolu Estate, Oniru, Victoria Island (VI), Lagos","₦11,999,999 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3255193-lovely-2-bedroom-apartment-with-gym
A Cappa Built Commercial 5 Bedroom Detached House With Bq,"Kasunmu Ekemode, Victoria Island (VI), Lagos","₦90,000,000 per annum",5,6,6,5 bedroom commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/victoria-island/3247275-a-cappa-built-commercial-5-bedroom-detached-house-with-bq
Spacious 10 Bedroom Office Space With Large Compound,"Off Adeola Odeku, Victoria Island (VI), Lagos","₦120,000,000 per annum",0,0,10,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/3247329-spacious-10-bedroom-office-space-with-large-compound
"Commercial 10 Bedroom Detached Duplex With 2 Room Bq,40 Car Park","Off Adeola Odeku Street, Victoria Island (VI), Lagos","₦120,000,000 per annum",10,0,0,10 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/victoria-island/3240778-commercial-10-bedroom-detached-duplex-with-2-room-bq40-car-park
"Fully Service One Bedroom Mini Flat With Fitted Kitchen, Large Living Room","Victoria Island (VI), Lagos","₦12,000,000 per annum",1,1,1,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/victoria-island/3241361-fully-service-one-bedroom-mini-flat-with-fitted-kitchen-large-living-room
Standard Size Precious 1 Bedroom Apartments,"Victoria Island (VI), Lagos","₦8,000,000 per annum",1,1,1,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/victoria-island/3242013-standard-size-precious-1-bedroom-apartments
10 Bedroom Detached House With 2 Rooms Bq For Corporate Office Use,"Off Adeola Odeku, Victoria Island (VI), Lagos","₦120,000,000 per annum",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/3242329-10-bedroom-detached-house-with-2-rooms-bq-for-corporate-office-use
Standard Mini Flat,"Victoria Island (VI), Lagos","₦9,000,000 per annum",1,1,2,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/victoria-island/3242612-standard-mini-flat
Very Spacious Ten (10) Bedroom Self Compound Detached Duplex,"Victoria Island (VI), Lagos","₦120,000,000 per annum",0,10,11,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/3243774-very-spacious-ten-10-bedroom-self-compound-detached-duplex
